estacion,time_unix,fecha,hora,temp,humedad,viento,viento_rafaga,direcc,presion_relativa,presion_absoluta,rain_daily,solar,termica,rocio,timestamp
ECOHUMUS,1785985200,2026-08-06,00:00,12.7,71.0,6.6,16.6,356.0,935.1,935.1,0.0,,,,2026-08-06 00:00:00
ECOHUMUS,1785985500,2026-08-06,00:05,13.4,69.0,4.8,13.0,345.0,935.2,935.2,0.0,,,,2026-08-06 00:05:00
ECOHUMUS,1785985800,2026-08-06,00:10,13.5,69.0,4.8,9.4,309.0,935.2,935.2,0.0,,,,2026-08-06 00:10:00
ECOHUMUS,1785986100,2026-08-06,00:15,13.2,70.0,4.0,7.2,315.0,935.1,935.1,0.0,,,,2026-08-06 00:15:00
ECOHUMUS,1785986400,2026-08-06,00:20,13.2,70.0,3.6,7.2,348.0,935.0,935.0,0.0,,,,2026-08-06 00:20:00
ECOHUMUS,1785986700,2026-08-06,00:25,13.7,68.0,5.5,11.2,31.0,934.7,934.7,0.0,,,,2026-08-06 00:25:00
ECOHUMUS,1785987000,2026-08-06,00:30,13.7,68.0,4.2,9.4,12.0,934.7,934.7,0.0,,,,2026-08-06 00:30:00
ECOHUMUS,1785987300,2026-08-06,00:35,13.7,67.0,3.5,9.4,0.0,934.6,934.6,0.0,,,,2026-08-06 00:35:00
ECOHUMUS,1785987600,2026-08-06,00:40,13.5,67.0,2.4,5.4,25.0,934.6,934.6,0.0,,,,2026-08-06 00:40:00
ECOHUMUS,1785987900,2026-08-06,00:45,14.0,65.0,2.7,7.2,347.0,934.8,934.8,0.0,,,,2026-08-06 00:45:00
ECOHUMUS,1785988200,2026-08-06,00:50,13.5,67.0,4.7,7.2,144.0,934.7,934.7,0.0,,,,2026-08-06 00:50:00
ECOHUMUS,1785988500,2026-08-06,00:55,12.2,70.0,2.5,7.2,159.0,934.7,934.7,0.0,,,,2026-08-06 00:55:00
ECOHUMUS,1785988800,2026-08-06,01:00,12.1,70.0,1.0,3.6,159.0,934.8,934.8,0.0,,,,2026-08-06 01:00:00
ECOHUMUS,1785989100,2026-08-06,01:05,11.7,71.0,1.9,3.6,198.0,934.8,934.8,0.0,,,,2026-08-06 01:05:00
ECOHUMUS,1785989400,2026-08-06,01:10,11.2,73.0,2.4,3.6,196.0,934.6,934.6,0.0,,,,2026-08-06 01:10:00
ECOHUMUS,1785989700,2026-08-06,01:15,11.7,72.0,1.7,5.4,163.0,934.7,934.7,0.0,,,,2026-08-06 01:15:00
ECOHUMUS,1785990000,2026-08-06,01:20,11.9,71.0,1.3,5.4,121.0,934.5,934.5,0.0,,,,2026-08-06 01:20:00
ECOHUMUS,1785990300,2026-08-06,01:25,11.9,70.0,1.4,3.6,202.0,934.5,934.5,0.0,,,,2026-08-06 01:25:00
ECOHUMUS,1785990600,2026-08-06,01:30,12.0,70.0,1.0,5.4,186.0,934.4,934.4,0.0,,,,2026-08-06 01:30:00
